episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
778,65985,66114,129,Reached exactly 128 steps,0.4945546984672546,3.0,5,43.0,100,0,0,0.0,3600.0,1.2443244625293968,3960,-7750.288095238127,259.06,10310.77,2025-09-03 14:24:42,2025-09-03 11:32:52,0.072,2.864
779,66114,66243,129,Reached exactly 128 steps,1.108387470245361,-8.0,4,30.0,92,0,0,0.0,3600.0,1.2452573324623977,4056,-642.2014069264036,4.35,10561.9,2025-09-03 14:28:49,2025-09-03 11:32:52,0.001,2.934
780,66243,66260,17,Severe deadlock detected by environment (IMMEDIATE),0.8538373112678528,3.0,4,42.0,23,0,0,0.0,3600.0,1.24719828714837,4083,-508.1642857142857,41.05,10598.6,2025-09-03 14:28:49,2025-09-03 11:32:52,0.011,2.944
781,66260,66389,129,Reached exactly 128 steps,1.5726605653762815,-6.0,3,40.0,95,0,0,0.0,3600.0,1.2480684766665635,4179,685.0571428571417,232.32,10833.24,2025-09-03 14:33:25,2025-09-03 11:32:52,0.065,3.009
782,66389,66518,129,Reached exactly 128 steps,1.304235816001892,5.0,4,41.0,83,0,0,0.0,3600.0,1.2525147658234406,4266,-2023.3095238095173,4.22,11078.25,2025-09-03 14:37:26,2025-09-03 11:32:52,0.001,3.077
783,66518,66647,129,Reached exactly 128 steps,1.767978310585022,5.0,5,56.0,84,0,0,0.0,3600.0,1.253060178000151,4353,-4580.307683982676,6.3,11339.3,2025-09-03 14:41:45,2025-09-03 11:32:52,0.002,3.15
784,66647,66776,129,Reached exactly 128 steps,1.4763712882995603,4.0,5,25.0,113,0,0,0.0,3600.0,1.2533662034364677,4471,-6201.798809523838,8.12,11598.41,2025-09-03 14:46:02,2025-09-03 11:32:52,0.002,3.222
785,66776,66905,129,Reached exactly 128 steps,0.6243994235992432,9.0,4,43.0,102,0,0,0.0,3600.0,1.2453827866262928,4576,-20.42380952381028,9.95,11872.05,2025-09-03 14:50:34,2025-09-03 11:32:52,0.003,3.298
786,66905,66933,28,Severe deadlock detected by environment (IMMEDIATE),1.1074481010437012,10.0,5,51.0,27,2,0,0.0,3600.0,1.2354575258667695,4600,-621.9214285714285,66.99,11929.09,2025-09-03 14:50:34,2025-09-03 11:32:52,0.019,3.314
787,66933,66969,36,Severe deadlock detected by environment (IMMEDIATE),1.0783302783966064,2.0,5,40.0,12,0,0,0.0,3600.0,1.235276522767243,4619,-554.2874125874125,96.18,12026.93,2025-09-03 14:51:42,2025-09-03 11:32:52,0.027,3.341
788,66969,67000,31,Severe deadlock detected by environment (IMMEDIATE),1.5909994840621948,16.0,5,27.0,19,0,0,0.0,3600.0,1.2343134980482615,4644,-495.9511904761905,74.81,12105.34,2025-09-03 14:53:22,2025-09-03 11:32:52,0.021,3.363
789,67000,67129,129,Reached exactly 128 steps,1.0886712074279783,11.0,5,44.0,92,0,0,0.0,3600.0,1.2288185466847938,4743,-29701.072777222784,317.58,12425.32,2025-09-03 14:59:57,2025-09-03 11:32:52,0.088,3.451
790,67129,67135,6,Severe deadlock detected by environment (IMMEDIATE),1.7373172044754028,10.0,4,31.0,2,0,0,0.0,3600.0,1.223290769803698,4749,-758.3142857142857,15.04,12440.37,2025-09-03 14:59:57,2025-09-03 11:32:52,0.004,3.456
791,67135,67264,129,Reached exactly 128 steps,1.0404682159423828,-2.0,4,44.0,115,0,0,0.0,3600.0,1.2181499760489465,4865,914.932792207791,261.78,12704.41,2025-09-03 15:04:36,2025-09-03 11:32:52,0.073,3.529
792,67264,67393,129,Reached exactly 128 steps,2.044394969940185,3.0,5,43.0,69,0,0,0.0,3600.0,1.2128938625884411,4939,-2797.323268398259,4.26,12942.85,2025-09-03 15:08:30,2025-09-03 11:32:52,0.001,3.595
793,67393,67522,129,Reached exactly 128 steps,2.00677752494812,10.0,4,40.0,94,0,0,0.0,3600.0,1.2129292842172426,5034,-1420.7357142857086,6.07,13172.97,2025-09-03 15:12:19,2025-09-03 11:32:52,0.002,3.659
794,67522,67651,129,Reached exactly 128 steps,1.1362682580947876,4.0,4,37.0,67,0,0,0.0,3600.0,1.2179159537544204,5104,996.8780719280696,8.04,13429.3,2025-09-03 15:16:33,2025-09-03 11:32:52,0.002,3.73
795,67651,67672,21,Severe deadlock detected by environment (IMMEDIATE),1.3974151611328125,2.0,6,30.0,16,66,0,0.0,3600.0,1.2193363500593573,5128,-7063.290800865801,64.36,13485.62,2025-09-03 15:16:33,2025-09-03 11:32:52,0.018,3.746
796,67672,67704,32,Severe deadlock detected by environment (IMMEDIATE),2.460588455200196,8.0,5,40.0,22,79,0,0.0,3600.0,1.2202760730378903,5158,-8360.14090909091,81.64,13570.4,2025-09-03 15:17:40,2025-09-03 11:32:52,0.023,3.77
797,67704,67816,112,Severe deadlock detected by environment (IMMEDIATE),0.7765901684761047,3.0,5,39.0,84,3,0,0.0,3600.0,1.221659518629114,5246,110.3787046287032,234.77,13808.13,2025-09-03 15:19:05,2025-09-03 11:32:52,0.065,3.836
798,67816,67945,129,Reached exactly 128 steps,1.57047438621521,0.0,5,27.0,91,0,0,0.0,3600.0,1.2264003801327916,5341,-6191.490476190482,239.15,14049.78,2025-09-03 15:27:02,2025-09-03 11:32:52,0.066,3.903
799,67945,67975,30,Severe deadlock detected by environment (IMMEDIATE),1.671722650527954,-1.0,5,45.0,18,0,0,0.0,3600.0,1.2276899013383662,5364,-508.30000000000007,73.17,14122.96,2025-09-03 15:27:02,2025-09-03 11:32:52,0.02,3.923
800,67975,68006,31,Severe deadlock detected by environment (IMMEDIATE),1.7548153400421145,7.0,5,40.0,16,26,0,0.0,3600.0,1.22705102378558,5386,-3121.5238095238096,77.21,14202.54,2025-09-03 15:28:17,2025-09-03 11:32:52,0.021,3.945
801,68006,68135,129,Reached exactly 128 steps,1.3142443895339966,15.0,5,44.0,97,0,0,0.0,3600.0,1.2244918178008344,5483,-7165.724675324689,278.39,14483.63,2025-09-03 15:34:15,2025-09-03 11:32:52,0.077,4.023
802,68135,68264,129,Reached exactly 128 steps,1.3156323432922363,13.0,6,42.0,111,0,0,0.0,3600.0,1.2243454364824204,5596,-659.1535714285726,4.45,14746.76,2025-09-03 15:38:34,2025-09-03 11:32:52,0.001,4.096
803,68264,68319,55,Severe deadlock detected by environment (IMMEDIATE),1.6530426740646362,13.0,5,57.0,44,8,0,0.0,3600.0,1.2248939034242767,5645,-953.9928571428572,135.82,14878.12,2025-09-03 15:38:34,2025-09-03 11:32:52,0.038,4.133
804,68319,68448,129,Reached exactly 128 steps,1.6087881326675415,12.0,4,30.0,102,0,0,0.0,3600.0,1.2278041593695197,5747,57.4464285714276,262.32,15142.68,2025-09-03 15:45:14,2025-09-03 11:32:52,0.073,4.206
805,68448,68577,129,Reached exactly 128 steps,1.2488651275634766,-5.0,4,50.0,103,0,0,0.0,3600.0,1.2269483895142022,5854,-5541.098051948057,4.3,15455.97,2025-09-03 15:50:23,2025-09-03 11:32:52,0.001,4.293
806,68577,68602,25,Severe deadlock detected by environment (IMMEDIATE),1.4111948013305664,23.0,5,32.0,27,7,0,0.0,3600.0,1.2237724384212605,5888,-1128.8809523809523,67.7,15519.37,2025-09-03 15:50:23,2025-09-03 11:32:52,0.019,4.311
807,68602,68661,59,Severe deadlock detected by environment (IMMEDIATE),0.9344009160995485,1.0,5,37.0,49,31,0,0.0,3600.0,1.2227208041341486,5942,-3197.117857142857,138.08,15660.11,2025-09-03 15:51:34,2025-09-03 11:32:52,0.038,4.35
808,68661,68690,29,Severe deadlock detected by environment (IMMEDIATE),1.2326455116271973,1.0,5,41.0,16,1,0,0.0,3600.0,1.2204598183435291,5963,-632.9666666666666,68.8,15731.6,2025-09-03 15:53:55,2025-09-03 11:32:52,0.019,4.37
809,68690,68819,129,Reached exactly 128 steps,1.8740094900131223,4.0,5,37.0,99,0,0,0.0,3600.0,1.2178370127042253,6062,-827.8118631368651,278.64,16012.73,2025-09-03 15:59:44,2025-09-03 11:32:52,0.077,4.448
810,68819,68948,129,Reached exactly 128 steps,1.4266908168792725,1.0,3,31.0,81,0,0,0.0,3600.0,1.2119761401289757,6147,-1069.814285714286,4.4,16273.67,2025-09-03 16:04:01,2025-09-03 11:32:52,0.001,4.52
811,68948,69010,62,Severe deadlock detected by environment (IMMEDIATE),1.1892324686050415,-5.0,4,46.0,42,6,0,0.0,3600.0,1.2128960528776938,6193,-758.374567099567,144.83,16414.1,2025-09-03 16:04:01,2025-09-03 11:32:52,0.04,4.559
812,69010,69139,129,Reached exactly 128 steps,1.004494309425354,-5.0,5,26.0,66,0,0,0.0,3600.0,1.2129850655174137,6259,-10813.846428571444,240.43,16656.92,2025-09-03 16:10:29,2025-09-03 11:32:52,0.067,4.627
813,69139,69146,7,Severe deadlock detected by environment (IMMEDIATE),1.8492332696914675,0.0,5,36.0,3,0,0,0.0,3600.0,1.212614393135496,6267,-747.2,18.28,16675.2,2025-09-03 16:10:29,2025-09-03 11:32:52,0.005,4.632
814,69146,69275,129,Reached exactly 128 steps,1.38699471950531,9.0,4,46.0,92,0,0,0.0,3600.0,1.2097118313729385,6359,-2436.7190476190403,258.55,16936.05,2025-09-03 16:15:08,2025-09-03 11:32:52,0.072,4.704
815,69275,69404,129,Reached exactly 128 steps,0.897921085357666,5.0,4,44.0,96,0,0,0.0,3600.0,1.2079391633017598,6456,-2008.1083333333336,4.54,17199.72,2025-09-03 16:19:27,2025-09-03 11:32:52,0.001,4.778
816,69404,69425,21,Severe deadlock detected by environment (IMMEDIATE),1.4982051849365234,3.0,5,29.0,29,1,0,0.0,3600.0,1.2080791268803086,6492,-530.5380952380951,57.1,17252.28,2025-09-03 16:19:27,2025-09-03 11:32:52,0.016,4.792
817,69425,69554,129,Reached exactly 128 steps,1.7997939586639404,-12.0,4,41.0,97,0,0,0.0,3600.0,1.2084279486843206,6591,-4365.817857142859,263.26,17518.08,2025-09-03 16:24:50,2025-09-03 11:32:52,0.073,4.866
818,69554,69683,129,Reached exactly 128 steps,1.4752073287963867,-5.0,6,31.0,84,0,0,0.0,3600.0,1.2077942516946585,6676,-12242.744047619051,4.48,17779.82,2025-09-03 16:29:07,2025-09-03 11:32:52,0.001,4.939
819,69683,69812,129,Reached exactly 128 steps,1.310977578163147,-3.0,5,47.0,107,0,0,0.0,3600.0,1.210413086997058,6784,309.6285714285703,6.68,18033.37,2025-09-03 16:33:18,2025-09-03 11:32:52,0.002,5.009
820,69812,69941,129,Reached exactly 128 steps,1.2558457851409912,8.0,6,30.0,100,0,0,0.0,3600.0,1.211398940712387,6892,164.0464285714267,8.48,18292.25,2025-09-03 16:37:35,2025-09-03 11:32:52,0.002,5.081
821,69941,69993,52,Severe deadlock detected by environment (IMMEDIATE),2.0505943298339844,-3.0,4,44.0,38,44,0,0.0,3600.0,1.2119851143975389,6930,-4617.892857142857,123.97,18407.74,2025-09-03 16:37:35,2025-09-03 11:32:52,0.034,5.113
822,69993,70033,40,Severe deadlock detected by environment (IMMEDIATE),2.049370288848877,9.0,5,45.0,19,0,0,0.0,3600.0,1.213414519761831,6953,-447.514285714286,90.0,18499.85,2025-09-03 16:39:42,2025-09-03 11:32:52,0.025,5.139
823,70033,70162,129,Reached exactly 128 steps,0.921342432498932,1.0,6,23.0,72,0,0,0.0,3600.0,1.2148285568734594,7028,837.2571428571406,234.55,18736.46,2025-09-03 16:45:08,2025-09-03 11:32:52,0.065,5.205
824,70162,70274,112,Severe deadlock detected by environment (IMMEDIATE),1.2472269535064695,-13.0,5,43.0,79,13,0,0.0,3600.0,1.2171142577001823,7113,-920.5500000000004,217.21,18953.67,2025-09-03 16:45:08,2025-09-03 11:32:52,0.06,5.265
825,70274,70403,129,Reached exactly 128 steps,0.9084287285804749,-6.0,4,35.0,86,0,0,0.0,3600.0,1.2189090368288735,7200,980.7619047619032,258.59,19214.66,2025-09-03 16:53:06,2025-09-03 11:32:52,0.072,5.337
826,70403,70532,129,Reached exactly 128 steps,1.6769870519638062,0.0,4,40.0,93,0,0,0.0,3600.0,1.2189465964721318,7294,1185.6571428571435,4.62,19469.41,2025-09-03 16:57:17,2025-09-03 11:32:52,0.001,5.408
827,70532,70661,129,Reached exactly 128 steps,1.7199760675430298,-6.0,4,27.0,94,0,0,0.0,3600.0,1.2192016315139087,7390,-5436.69642857144,6.91,19726.32,2025-09-03 17:01:31,2025-09-03 11:32:52,0.002,5.48
828,70661,70790,129,Reached exactly 128 steps,1.865495085716248,6.0,3,35.0,89,0,0,0.0,3600.0,1.2228141822884788,7481,-782.4852813852824,8.5,19986.08,2025-09-03 17:05:49,2025-09-03 11:32:52,0.002,5.552
829,70790,70919,129,Reached exactly 128 steps,1.853551983833313,-5.0,4,42.0,116,0,0,0.0,3600.0,1.2166103842820688,7601,-1158.9749999999965,10.52,20269.82,2025-09-03 17:10:31,2025-09-03 11:32:52,0.003,5.631
830,70919,71048,129,Reached exactly 128 steps,1.6564074754714966,1.0,3,32.0,130,0,0,0.0,3600.0,1.2116373493853558,7734,-3040.140259740253,13.07,20559.41,2025-09-03 17:15:18,2025-09-03 11:32:52,0.004,5.711
831,71048,71075,27,Severe deadlock detected by environment (IMMEDIATE),1.4695113897323608,-2.0,3,54.0,25,31,0,0.0,3600.0,1.211577405335348,7761,-3538.1821428571425,81.49,20627.84,2025-09-03 17:15:18,2025-09-03 11:32:52,0.023,5.73
832,71075,71204,129,Reached exactly 128 steps,1.756489396095276,7.0,5,50.0,91,0,0,0.0,3600.0,1.2124505169543989,7853,-1357.6202380952382,255.24,20885.99,2025-09-03 17:20:58,2025-09-03 11:32:52,0.071,5.802
833,71204,71256,52,Severe deadlock detected by environment (IMMEDIATE),1.730693221092224,5.0,4,38.0,46,174,0,0.0,3600.0,1.213101571980008,7905,-17535.51190476191,128.82,21014.82,2025-09-03 17:20:58,2025-09-03 11:32:52,0.036,5.837
834,71256,71385,129,Reached exactly 128 steps,1.9844502210617063,-1.0,5,33.0,99,0,0,0.0,3600.0,1.2137545003940442,8006,-560.0888528138553,250.88,21268.67,2025-09-03 17:27:20,2025-09-03 11:32:52,0.07,5.908
835,71385,71403,18,Severe deadlock detected by environment (IMMEDIATE),1.6518585681915283,2.0,3,45.0,11,33,0,0.0,3600.0,1.214164603202909,8026,-3642.087012987013,48.89,21317.57,2025-09-03 17:27:20,2025-09-03 11:32:52,0.014,5.922
836,71403,71532,129,Reached exactly 128 steps,1.5215927362442017,1.0,4,43.0,98,0,0,0.0,3600.0,1.2159713853837868,8126,-394.26428571428767,245.13,21566.13,2025-09-03 17:32:18,2025-09-03 11:32:52,0.068,5.991
837,71532,71661,129,Reached exactly 128 steps,0.9579662680625916,9.0,5,41.0,77,0,0,0.0,3600.0,1.2163773109868028,8205,-279.2785714285724,4.25,21812.89,2025-09-03 17:36:20,2025-09-03 11:32:52,0.001,6.059
838,71661,71790,129,Reached exactly 128 steps,1.967498540878296,9.0,6,26.0,93,0,0,0.0,3600.0,1.2166725269949552,8306,-619.9214285714291,6.43,22078.0,2025-09-03 17:40:43,2025-09-03 11:32:52,0.002,6.133
839,71790,71919,129,Reached exactly 128 steps,1.679823398590088,8.0,5,41.0,100,0,0,0.0,3600.0,1.2173908098062356,8409,714.8273809523799,8.89,22334.46,2025-09-03 17:44:57,2025-09-03 11:32:52,0.002,6.204
840,71919,71959,40,Severe deadlock detected by environment (IMMEDIATE),1.6937212944030762,-1.0,4,25.0,22,59,0,0.0,3600.0,1.2192839682684615,8436,-6233.746927582221,136.59,22462.16,2025-09-03 17:44:57,2025-09-03 11:32:52,0.038,6.239
841,71959,71971,12,Severe deadlock detected by environment (IMMEDIATE),2.002838134765625,0.0,3,35.0,5,0,0,0.0,3600.0,1.2194003542056893,8448,-710.5904761904762,29.04,22495.34,2025-09-03 17:47:18,2025-09-03 11:32:52,0.008,6.249
842,71971,72100,129,Reached exactly 128 steps,1.43927800655365,11.0,4,33.0,96,0,0,0.0,3600.0,1.219123214354314,8548,-1602.1428571428582,257.51,22755.63,2025-09-03 17:52:07,2025-09-03 11:32:52,0.072,6.321
843,72100,72229,129,Reached exactly 128 steps,1.708326816558838,3.0,4,43.0,100,0,0,0.0,3600.0,1.217764193074329,8648,69.82976190476046,4.53,23015.08,2025-09-03 17:56:22,2025-09-03 11:32:52,0.001,6.393
844,72229,72358,129,Reached exactly 128 steps,1.1837133169174194,9.0,5,27.0,84,0,0,0.0,3600.0,1.2109740245894516,8739,-3360.9489177489168,6.39,23332.44,2025-09-03 18:01:38,2025-09-03 11:32:52,0.002,6.481
845,72358,72487,129,Reached exactly 128 steps,1.1848361492156982,0.0,4,31.0,106,0,0,0.0,3600.0,1.1967039137977609,8842,1337.3011904761931,8.23,23607.3,2025-09-03 18:06:11,2025-09-03 11:32:52,0.002,6.558
846,72487,72616,129,Reached exactly 128 steps,1.7359015941619873,-6.0,4,40.0,72,0,0,0.0,3600.0,1.1971689944310784,8920,680.37857142857,10.27,23866.08,2025-09-03 18:10:28,2025-09-03 11:32:52,0.003,6.629
847,72616,72745,129,Reached exactly 128 steps,1.538051962852478,-8.0,4,45.0,83,0,0,0.0,3600.0,1.1984324073719386,9005,475.4464285714277,13.36,24122.67,2025-09-03 18:14:41,2025-09-03 11:32:52,0.004,6.701
848,72745,72839,94,Severe deadlock detected by environment (IMMEDIATE),2.1427900791168213,-4.0,4,37.0,84,89,0,0.0,3600.0,1.1989882712140485,9088,-8488.760714285718,209.77,24319.09,2025-09-03 18:14:41,2025-09-03 11:32:52,0.058,6.755
849,72839,72942,103,Severe deadlock detected by environment (IMMEDIATE),1.759297013282776,8.0,5,28.0,67,182,0,0.0,3600.0,1.1981337894121882,9161,-16962.04404761905,231.76,24552.81,2025-09-03 18:18:13,2025-09-03 11:32:52,0.064,6.82
850,72942,73071,129,Reached exactly 128 steps,2.483452081680298,7.0,5,40.0,109,0,0,0.0,3600.0,1.1993096395027234,9271,-1301.133116883111,290.61,24846.35,2025-09-03 18:26:58,2025-09-03 11:32:52,0.081,6.902
851,73071,73200,129,Reached exactly 128 steps,1.8664631843566888,6.0,5,36.0,92,0,0,0.0,3600.0,1.1997103082880278,9363,-11718.558333333342,4.58,25113.08,2025-09-03 18:31:20,2025-09-03 11:32:52,0.001,6.976
852,73200,73241,41,Severe deadlock detected by environment (IMMEDIATE),1.5435596704483032,5.0,4,36.0,36,77,0,0.0,3600.0,1.199265268876749,9402,-7972.484523809527,99.7,25208.19,2025-09-03 18:31:20,2025-09-03 11:32:52,0.028,7.002
853,73241,73266,25,Severe deadlock detected by environment (IMMEDIATE),1.874845147132873,12.0,4,31.0,18,17,0,0.0,3600.0,1.1996422341369604,9426,-2233.752380952381,63.78,25273.92,2025-09-03 18:33:02,2025-09-03 11:32:52,0.018,7.021
854,73266,73395,129,Reached exactly 128 steps,1.2943127155303955,-1.0,4,44.0,97,0,0,0.0,3600.0,1.1970363058204856,9526,63.13095238095183,259.5,25535.95,2025-09-03 18:38:28,2025-09-03 11:32:52,0.072,7.093
855,73395,73524,129,Reached exactly 128 steps,1.457347393035889,1.0,6,38.0,73,0,0,0.0,3600.0,1.1955952929639126,9601,926.549999999998,4.43,25784.88,2025-09-03 18:42:32,2025-09-03 11:32:52,0.001,7.162
856,73524,73653,129,Reached exactly 128 steps,2.104238510131836,10.0,4,27.0,89,0,0,0.0,3600.0,1.1968383492948484,9693,-299.0458874458892,6.39,26061.9,2025-09-03 18:47:07,2025-09-03 11:32:52,0.002,7.239
857,73653,73782,129,Reached exactly 128 steps,1.2153010368347168,-4.0,4,23.0,94,0,0,0.0,3600.0,1.1949783649152623,9793,-892.4011904761911,8.44,26323.84,2025-09-03 18:51:27,2025-09-03 11:32:52,0.002,7.312
858,73782,73911,129,Reached exactly 128 steps,1.580876111984253,-6.0,5,40.0,81,0,0,0.0,3600.0,1.193001841369777,9879,171.17108724608747,10.6,26626.49,2025-09-03 18:56:28,2025-09-03 11:32:52,0.003,7.396
859,73911,74040,129,Reached exactly 128 steps,0.8374996185302734,-7.0,4,44.0,98,0,0,0.0,3600.0,1.1910964679660556,9975,-6673.138095238119,13.27,26881.72,2025-09-03 19:00:40,2025-09-03 11:32:52,0.004,7.467
860,74040,74082,42,Severe deadlock detected by environment (IMMEDIATE),1.0732799768447876,-6.0,5,33.0,27,7,0,0.0,3600.0,1.1913090291787345,10005,-1097.9130952380954,127.27,26995.72,2025-09-03 19:00:40,2025-09-03 11:32:52,0.035,7.499
861,74082,74147,65,Severe deadlock detected by environment (IMMEDIATE),1.5122394561767578,-3.0,4,16.0,73,44,0,0.0,3600.0,1.1928793627567955,10080,-4222.816666666666,152.36,27150.74,2025-09-03 19:02:50,2025-09-03 11:32:52,0.042,7.542
862,74147,74276,129,Reached exactly 128 steps,1.1172834634780884,-6.0,5,39.0,97,0,0,0.0,3600.0,1.193509564925854,10183,-11459.430194805194,291.53,27444.36,2025-09-03 19:10:16,2025-09-03 11:32:52,0.081,7.623
863,74276,74305,29,Severe deadlock detected by environment (IMMEDIATE),0.8621285557746887,4.0,4,31.0,20,1,0,0.0,3600.0,1.1934005086544766,10206,-589.9666666666667,69.32,27513.68,2025-09-03 19:10:16,2025-09-03 11:32:52,0.019,7.643
864,74305,74434,129,Reached exactly 128 steps,0.9401650428771972,0.0,5,27.0,105,0,0,0.0,3600.0,1.1948371246886893,10314,1259.5809523809528,256.5,27772.16,2025-09-03 19:15:44,2025-09-03 11:32:52,0.071,7.714
865,74434,74563,129,Reached exactly 128 steps,0.9032663106918336,0.0,4,32.0,109,0,0,0.0,3600.0,1.1956355748773817,10423,-2764.221428571429,4.33,28027.96,2025-09-03 19:19:55,2025-09-03 11:32:52,0.001,7.786
866,74563,74574,11,Severe deadlock detected by environment (IMMEDIATE),2.4274826049804688,6.0,5,32.0,7,0,0,0.0,3600.0,1.196313134254429,10435,-694.7428571428571,31.13,28054.76,2025-09-03 19:19:55,2025-09-03 11:32:52,0.009,7.793
867,74574,74598,24,Severe deadlock detected by environment (IMMEDIATE),1.144262671470642,-6.0,4,37.0,22,2,0,0.0,3600.0,1.1964690914424168,10463,-700.0547619047619,60.46,28118.01,2025-09-03 19:20:29,2025-09-03 11:32:52,0.017,7.811
868,74598,74659,61,Severe deadlock detected by environment (IMMEDIATE),1.1802798509597778,14.0,4,32.0,48,3,0,0.0,3600.0,1.1961568940368086,10515,-389.3130952380957,130.54,28251.08,2025-09-03 19:21:32,2025-09-03 11:32:52,0.036,7.848
869,74659,74698,39,Severe deadlock detected by environment (IMMEDIATE),0.3757162690162658,8.0,5,34.0,41,16,0,0.0,3600.0,1.1955389045228175,10560,-1848.858333333333,92.41,28345.71,2025-09-03 19:23:45,2025-09-03 11:32:52,0.026,7.874
870,74698,74731,33,Severe deadlock detected by environment (IMMEDIATE),1.664039134979248,9.0,3,49.0,18,120,0,0.0,3600.0,1.1955898410443049,10587,-11708.45447052947,93.53,28441.65,2025-09-03 19:25:20,2025-09-03 11:32:52,0.026,7.9
871,74731,74768,37,Severe deadlock detected by environment (IMMEDIATE),0.9735831022262572,-1.0,4,32.0,31,21,0,0.0,3600.0,1.196377508029992,10622,-2452.635714285713,81.18,28526.69,2025-09-03 19:26:57,2025-09-03 11:32:52,0.023,7.924
872,74768,74897,129,Reached exactly 128 steps,1.1655147075653076,11.0,5,28.0,64,0,0,0.0,3600.0,1.1969725292659088,10687,-421.37142857143033,245.74,28774.78,2025-09-03 19:32:27,2025-09-03 11:32:52,0.068,7.993
873,74897,75026,129,Reached exactly 128 steps,1.536033034324646,3.0,5,36.0,109,0,0,0.0,3600.0,1.1964573992949503,10797,546.5071428571421,4.38,29037.74,2025-09-03 19:36:45,2025-09-03 11:32:52,0.001,8.066
874,75026,75067,41,Severe deadlock detected by environment (IMMEDIATE),0.9845609068870544,1.0,4,46.0,38,232,0,0.0,3600.0,1.196043358260081,10842,-20956.58333333333,112.85,29146.22,2025-09-03 19:36:45,2025-09-03 11:32:52,0.031,8.096
875,75067,75196,129,Reached exactly 128 steps,2.1686837673187256,2.0,4,46.0,77,0,0,0.0,3600.0,1.1952354380837626,10921,753.1999999999991,250.96,29399.96,2025-09-03 19:42:52,2025-09-03 11:32:52,0.07,8.167
876,75196,75208,12,Severe deadlock detected by environment (IMMEDIATE),1.1931380033493042,0.0,5,47.0,11,0,0,0.0,3600.0,1.1939026736048886,10936,-653.7,31.34,29431.31,2025-09-03 19:42:52,2025-09-03 11:32:52,0.009,8.175
